"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"1738","NODE_1083_length_1008_cov_6_559613_S007-67",1008,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1739","NODE_9_length_16310_cov_1064_254297_S007-68",16310,1,20,5,0,"Low-quality","Genome-fragment",39.45,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1740","NODE_61_length_2717_cov_6_876894_S007-68",2717,1,4,2,0,"Low-quality","Genome-fragment",7.53,"AAI-based",0,"No","","","Escherichia phage sp.","Viruses; unclassified viruses; unclassified bacterial viruses"
"1741","NODE_88_length_2286_cov_4_285197_S007-68",2286,1,6,1,0,"Low-quality","Genome-fragment",5.81,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1742","NODE_363_length_1295_cov_13_941708_S007-68",1295,1,5,1,0,"Low-quality","Genome-fragment",2.04,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1743","NODE_1187_length_827_cov_9_541333_S007-68",827,1,2,0,0,"Low-quality","Genome-fragment",9.81,"AAI-based",0,"No","","'no viral genes detected'","Streptococcus satellite phage Javan649","Viruses; unclassified viruses; unclassified bacterial viruses"
"1744","NODE_1995_length_672_cov_2_608403_S007-68",672,1,3,2,0,"Low-quality","Genome-fragment",1.95,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1745","NODE_1_length_85454_cov_476_481371_S007-71",85454,1,111,15,1,"Complete","High-quality",98.49,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"1746","NODE_3_length_45868_cov_63_488415_S007-71",45868,1,76,21,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1747","NODE_9_length_34844_cov_193_957661_S007-71",34844,1,40,3,1,"Medium-quality","Genome-fragment",75.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1748","NODE_13_length_25093_cov_31_785817_S007-71",25093,1,33,26,0,"Medium-quality","Genome-fragment",59.33,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1749","NODE_14_length_21732_cov_15_030432_S007-71",21732,1,37,1,1,"Low-quality","Genome-fragment",47.41,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1750","NODE_15_length_21264_cov_91_705338_S007-71",21264,1,28,16,0,"Medium-quality","Genome-fragment",50.02,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1751","NODE_17_length_17747_cov_16_280645_S007-71",17747,1,21,3,1,"Low-quality","Genome-fragment",15.92,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1752","NODE_18_length_17428_cov_10_387759_S007-71",17428,1,27,12,0,"Low-quality","Genome-fragment",46.54,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1753","NODE_20_length_16353_cov_26_026542_S007-71",16353,1,22,16,0,"Low-quality","Genome-fragment",44.08,"AAI-based",0,"No","","","Burkholderia virus phiE255","Viruses; Caudovirales; Myoviridae; Bcepmuvirus"
"1754","NODE_21_length_15223_cov_12_273472_S007-71",15223,1,13,2,0,"Low-quality","Genome-fragment",33.21,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1755","NODE_24_length_12938_cov_16_003732_S007-71",12938,1,20,8,0,"High-quality","High-quality",94.52,"AAI-based",0,"No","","","Streptococcus satellite phage Javan435","Viruses; unclassified viruses; unclassified bacterial viruses"
"1756","NODE_25_length_12158_cov_10_853323_S007-71",12158,1,20,7,0,"Low-quality","Genome-fragment",29.9,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1757","NODE_27_length_10960_cov_94_685657_S007-71",10960,1,25,6,0,"Low-quality","Genome-fragment",23.89,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1758","NODE_28_length_10291_cov_101_635794_S007-71",10291,1,10,1,0,"Low-quality","Genome-fragment",22.44,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1759","NODE_32_length_7658_cov_7_453238_S007-71",7658,1,11,0,2,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1760","NODE_35_length_7449_cov_14_030114_S007-71",7449,1,17,6,0,"Low-quality","Genome-fragment",19.89,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1761","NODE_43_length_6734_cov_13_548145_S007-71",6734,1,12,1,0,"Low-quality","Genome-fragment",6.04,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1762","NODE_46_length_6585_cov_17_075753_S007-71",6585,1,8,6,0,"Low-quality","Genome-fragment",17.04,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1763","NODE_47_length_6524_cov_10_050411_S007-71",6524,1,13,8,0,"Low-quality","Genome-fragment",17.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1764","NODE_55_length_6063_cov_10_532576_S007-71",6063,1,10,2,0,"Low-quality","Genome-fragment",16.19,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1765","NODE_73_length_4920_cov_7_406566_S007-71",4920,1,5,0,0,"Low-quality","Genome-fragment",4.41,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1766","NODE_82_length_4440_cov_16_401329_S007-71",4440,1,10,3,0,"Low-quality","Genome-fragment",11.55,"AAI-based",0,"No","","","Pseudomonas phage B3","Viruses; Caudovirales; Siphoviridae; Beetrevirus; Pseudomonas virus B3"
"1767","NODE_87_length_4264_cov_5_700502_S007-71",4264,1,11,9,0,"Low-quality","Genome-fragment",11.5,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1768","NODE_104_length_3497_cov_11_694152_S007-71",3497,1,3,3,0,"Low-quality","Genome-fragment",8.76,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1769","NODE_244_length_2353_cov_5_211775_S007-71",2353,1,4,3,0,"Low-quality","Genome-fragment",4.9,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1770","NODE_275_length_2213_cov_6_107678_S007-71",2213,1,6,2,0,"Low-quality","Genome-fragment",6.19,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1771","NODE_287_length_2154_cov_3_917188_S007-71",2154,1,4,3,0,"Low-quality","Genome-fragment",4.81,"AAI-based",0,"No","","","Escherichia phage HK630","Viruses; Caudovirales; Siphoviridae; Lambdavirus; Escherichia virus HK630"
"1772","NODE_296_length_2117_cov_5_642647_S007-71",2117,1,3,2,0,"Low-quality","Genome-fragment",4.64,"AAI-based",0,"No","","","Clostridium phage phiMMP03","Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus"
"1773","NODE_305_length_2087_cov_5_500498_S007-71",2087,1,4,0,1,"Low-quality","Genome-fragment",6.16,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1774","NODE_324_length_2002_cov_5_251429_S007-71",2002,1,4,3,0,"Low-quality","Genome-fragment",4.03,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1775","NODE_369_length_1882_cov_4_797230_S007-71",1882,1,6,6,0,"Low-quality","Genome-fragment",5.43,"AAI-based",0,"No","","","Streptococcus phage Javan278","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1776","NODE_453_length_1726_cov_3_292298_S007-71",1726,1,3,1,0,"Low-quality","Genome-fragment",3.68,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1777","NODE_625_length_1475_cov_5_672389_S007-71",1475,1,3,3,0,"Low-quality","Genome-fragment",3.86,"AAI-based",0,"No","","","Streptococcus phage IPP61","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1778","NODE_634_length_1470_cov_1_995693_S007-71",1470,1,2,1,0,"Low-quality","Genome-fragment",2.93,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1779","NODE_671_length_1429_cov_4_692308_S007-71",1429,1,3,0,0,"Low-quality","Genome-fragment",11.19,"AAI-based",0,"No","","'no viral genes detected'","Streptococcus satellite phage Javan325","Viruses; unclassified viruses; unclassified bacterial viruses"
"1780","NODE_842_length_1280_cov_1_602660_S007-71",1280,1,3,3,0,"Low-quality","Genome-fragment",2.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1781","NODE_3_length_39523_cov_44_131522_S007-72",39523,1,63,29,1,"Medium-quality","Genome-fragment",87.39,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1782","NODE_29_length_13800_cov_24_784595_S007-72",13800,1,24,11,1,"Low-quality","Genome-fragment",36.04,"AAI-based",0,"No","","","Pseudomonas phage B3","Viruses; Caudovirales; Siphoviridae; Beetrevirus; Pseudomonas virus B3"
"1783","NODE_46_length_10181_cov_13_741291_S007-72",10181,1,13,9,0,"Low-quality","Genome-fragment",27.45,"AAI-based",0,"No","","","Burkholderia virus BcepMu","Viruses; Caudovirales; Myoviridae; Bcepmuvirus"
"1784","NODE_93_length_6611_cov_10_922100_S007-72",6611,1,10,1,0,"Low-quality","Genome-fragment",4.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1785","NODE_170_length_4236_cov_18_447944_S007-72",4236,1,11,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1786","NODE_175_length_4158_cov_9_343053_S007-72",4158,1,3,2,0,"Low-quality","Genome-fragment",7.73,"AAI-based",0,"No","","","Stx2-converting phage Stx2a_WGPS2","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1787","NODE_244_length_3123_cov_11_274130_S007-72",3123,1,3,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1788","NODE_248_length_3080_cov_20_422910_S007-72",3080,1,3,0,3,"Low-quality","Genome-fragment",1.54,"AAI-based",0,"No","","'no viral genes detected'","Synechococcus phage ACG-2014j","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1789","NODE_261_length_3026_cov_11_285181_S007-72",3026,1,3,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1790","NODE_303_length_2650_cov_15_654489_S007-72",2650,1,5,1,0,"Low-quality","Genome-fragment",5.26,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1791","NODE_317_length_2469_cov_13_429348_S007-72",2469,1,5,0,0,"Low-quality","Genome-fragment",5.59,"AAI-based",0,"No","","'no viral genes detected'","Clostridium phage phiCTP1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1792","NODE_325_length_2400_cov_7_619888_S007-72",2400,1,4,2,0,"Low-quality","Genome-fragment",1.46,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1793","NODE_332_length_2352_cov_12_648352_S007-72",2352,1,5,3,0,"Low-quality","Genome-fragment",3.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1794","NODE_337_length_2307_cov_29_072197_S007-72",2307,1.2,8,0,0,"Low-quality","Genome-fragment",3.48,"AAI-based",0,"No","","'no viral genes detected'; '1.2 genome copies may indicate assembly artifact'","Caudovirales","Caudovirales"
"1795","NODE_355_length_2155_cov_5_508662_S007-72",2155,1,4,0,1,"Low-quality","Genome-fragment",4.63,"AAI-based",0,"No","","'no viral genes detected'","Haemophilus phage Aaphi23","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1796","NODE_386_length_1978_cov_8_223041_S007-72",1978,1,6,0,0,"Low-quality","Genome-fragment",4.43,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1797","NODE_449_length_1727_cov_7_029091_S007-72",1727,1,4,3,0,"Low-quality","Genome-fragment",3.54,"AAI-based",0,"No","","","Mannheimia phage vB_MhS_587AP2","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1798","NODE_452_length_1716_cov_10_187919_S007-72",1716,1,3,0,0,"Low-quality","Genome-fragment",4.87,"AAI-based",0,"No","","'no viral genes detected'","Streptococcus phage Javan150","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1799","NODE_515_length_1539_cov_20_809850_S007-72",1539,1,5,2,0,"Low-quality","Genome-fragment",2.52,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1800","NODE_535_length_1493_cov_8_225282_S007-72",1493,1,3,0,0,"Low-quality","Genome-fragment",2.05,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1801","NODE_537_length_1488_cov_11_079376_S007-72",1488,1,3,2,0,"Low-quality","Genome-fragment",2.51,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1802","NODE_554_length_1449_cov_15_232507_S007-72",1449,1,3,1,0,"Low-quality","Genome-fragment",2.31,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1803","NODE_573_length_1389_cov_5_653201_S007-72",1389,1,4,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"1804","NODE_581_length_1373_cov_6_934414_S007-72",1373,1,3,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1805","NODE_667_length_1230_cov_5_750217_S007-72",1230,1,3,1,0,"Low-quality","Genome-fragment",2.82,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1806","NODE_739_length_1144_cov_2_622306_S007-72",1144,1,2,2,0,"Low-quality","Genome-fragment",3.02,"AAI-based",0,"No","","","Enterococcus phage phiFL4A","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1807","NODE_742_length_1137_cov_5_834906_S007-72",1137,1.05,2,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Microviridae sp.","Viruses; Microviridae; unclassified Microviridae"
"1808","NODE_748_length_1131_cov_11_171727_S007-72",1131,1,2,1,0,"Low-quality","Genome-fragment",0.56,"AAI-based",0,"No","","","uncultured virus","Viruses; environmental samples"
"1809","NODE_853_length_1023_cov_7_494715_S007-72",1023,1,2,2,0,"Low-quality","Genome-fragment",2.62,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1810","NODE_1134_length_880_cov_7_520548_S007-72",880,1,2,1,0,"Low-quality","Genome-fragment",2.21,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1811","NODE_1200_length_852_cov_3_994839_S007-72",852,1,3,2,0,"Low-quality","Genome-fragment",19.34,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1812","NODE_19_length_2594_cov_7_954311_S007-73",2594,1,4,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1813","NODE_38_length_1829_cov_4_829909_S007-75",1829,1,3,1,0,"Low-quality","Genome-fragment",3.64,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1814","NODE_76_length_1299_cov_6_086743_S007-75",1299,1,3,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1815","NODE_83_length_1267_cov_4_926050_S007-75",1267,1,3,1,0,"Low-quality","Genome-fragment",2.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1816","NODE_2_length_43857_cov_216_046277_S007-7",43857,1,63,44,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Streptococcus phage YMC-2011","Viruses; Caudovirales; Siphoviridae; Moineauvirus; unclassified Moineauvirus"
"1817","NODE_5_length_38500_cov_627_006038_S007-7",38500,1,59,32,1,"High-quality","High-quality",100,"AAI-based",4.62,"Yes","","","Haemophilus phage SuMu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1818","NODE_10_length_17830_cov_66_870332_S007-7",17830,1,42,37,0,"Low-quality","Genome-fragment",41.43,"AAI-based",0,"No","","","Staphylococcus virus 13","Viruses; Caudovirales; Siphoviridae; Biseptimavirus"
"1819","NODE_22_length_9186_cov_8_203315_S007-7",9186,1,12,9,0,"Low-quality","Genome-fragment",27.59,"AAI-based",0,"No","","","Pasteurella phage AFS-2018a","Viruses; Caudovirales; Myoviridae; Bcepmuvirus; unclassified Bcepmuvirus"
"1820","NODE_29_length_8036_cov_19_471039_S007-7",8036,1,14,6,0,"Low-quality","Genome-fragment",23.42,"AAI-based",0,"No","","","Pasteurella phage AFS-2018a","Viruses; Caudovirales; Myoviridae; Bcepmuvirus; unclassified Bcepmuvirus"
"1821","NODE_68_length_4880_cov_117_754945_S007-7",4880,1,11,3,0,"Low-quality","Genome-fragment",10.05,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1822","NODE_71_length_4801_cov_175_925487_S007-7",4801,1,9,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1823","NODE_101_length_4233_cov_7_824110_S007-7",4233,1,6,4,0,"Low-quality","Genome-fragment",11.98,"AAI-based",0,"No","","","Pasteurella phage AFS-2018a","Viruses; Caudovirales; Myoviridae; Bcepmuvirus; unclassified Bcepmuvirus"
"1824","NODE_168_length_3331_cov_7_176398_S007-7",3331,1,6,5,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Phage 5P_3","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1825","NODE_345_length_2190_cov_6_414576_S007-7",2190,1,4,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","NoAnnotation","NoAnnotation"
"1826","NODE_535_length_1735_cov_4_528347_S007-7",1735,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"1827","NODE_548_length_1707_cov_3_956442_S007-7",1707,1,2,2,0,"Low-quality","Genome-fragment",4.16,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1828","NODE_886_length_1315_cov_8_845719_S007-7",1315,1,3,2,0,"Low-quality","Genome-fragment",3.01,"AAI-based",0,"No","","","Staphylococcus virus CNPH82","Viruses; Caudovirales; Siphoviridae; Phietavirus"
"1829","NODE_1411_length_1043_cov_11_944099_S007-7",1043,1,4,3,0,"Low-quality","Genome-fragment",2.41,"AAI-based",0,"No","","","Staphylococcus phage IME1365_01","Viruses; Caudovirales; Siphoviridae; Phietavirus; unclassified Phietavirus"
"1830","NODE_8885_length_511_cov_3_359447_S007-7",511,1.1,2,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","",""
"1831","NODE_2_length_43328_cov_161_680840_S007-84",43328,1,56,25,1,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"1832","NODE_4_length_36688_cov_36_340990_S007-84",36688,1,55,11,0,"Medium-quality","Genome-fragment",62.57,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1833","NODE_7_length_17479_cov_2142_184438_S007-84",17479,1,20,6,0,"High-quality","High-quality",97.29,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1834","NODE_20_length_5038_cov_6_804878_S007-84",5038,1,12,2,0,"Low-quality","Genome-fragment",14.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1835","NODE_69_length_2367_cov_6_272489_S007-84",2367,1,4,4,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Clostridium phage phiMMP03","Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus"
"1836","NODE_135_length_1645_cov_4_005102_S007-84",1645,1,2,2,0,"Low-quality","Genome-fragment",2.34,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1837","NODE_5_length_35195_cov_36_877214_S007-86",35195,1,34,19,0,"Medium-quality","Genome-fragment",84.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1838","NODE_7_length_33881_cov_37_761685_S007-86",33881,1,57,10,1,"Low-quality","Genome-fragment",46.6,"AAI-based",8.25,"Yes","","","NoAnnotation","NoAnnotation"
"1839","NODE_8_length_30928_cov_72_156202_S007-86",30928,1,30,9,0,"Low-quality","Genome-fragment",46.36,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1840","NODE_9_length_28376_cov_41_730344_S007-86",28376,1,37,20,1,"Medium-quality","Genome-fragment",66.57,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1841","NODE_10_length_23157_cov_47_875563_S007-86",23157,1,41,9,1,"Medium-quality","Genome-fragment",57.13,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1842","NODE_11_length_21983_cov_15_813887_S007-86",21983,1,25,11,0,"Medium-quality","Genome-fragment",57.46,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1843","NODE_12_length_21781_cov_110_547733_S007-86",21781,1,35,7,0,"Medium-quality","Genome-fragment",56.44,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1844","NODE_14_length_19430_cov_43_158477_S007-86",19430,1,24,12,0,"Low-quality","Genome-fragment",49.88,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1845","NODE_24_length_9246_cov_30_734758_S007-86",9246,1,10,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1846","NODE_28_length_8017_cov_319_433375_S007-86",8017,1,9,1,0,"Low-quality","Genome-fragment",19.23,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
